year,zip,amt,contrib,num_people,town,state,signal
2010,04090,345.00,6,6,Wells,ME,WEVO
2010,04091,,,,West Baldwin,ME,#N/A
2010,04092,,,,Westbrook,ME,#N/A
2010,04093,,,,Buxton,ME,#N/A
2010,04094,20.00,1,1,West Kennebunk,ME,#N/A
2010,04095,190.00,1,1,West Newfield,ME,WEVJ
2010,04096,280.00,3,3,Yarmouth,ME,#N/A
2010,04101,415.00,4,4,Portland,ME,#N/A
2010,04102,580.00,7,7,Portland,ME,#N/A
2010,04103,744.00,5,5,Portland,ME,#N/A
2010,04104,,,,Portland,ME,#N/A
2010,04105,205.00,1,1,Falmouth,ME,#N/A
2010,04106,400.00,6,6,South Portland,ME,#N/A
2010,04107,200.00,1,1,Cape Elizabeth,ME,#N/A
2010,04112,,,,Portland,ME,#N/A
2010,04122,750.00,1,1,Portland,ME,#N/A
2010,04210,125.00,1,1,Auburn,ME,#N/A
2010,04216,150.00,1,1,Andover,ME,#N/A
2010,04217,870.00,4,4,Bethel,ME,#N/A
2010,04231,,,,Stoneham,ME,WEVJ
2010,04238,,,,Hebron,ME,#N/A
2010,04239,,,,Jay,ME,#N/A
2010,04240,,,,Lewiston,ME,#N/A
2010,04252,,,,Lisbon Falls,ME,#N/A
2010,04253,,,,Livermore,ME,#N/A
2010,04260,120.00,1,1,New Gloucester,ME,#N/A
2010,04261,,,,Newry,ME,#N/A
2010,04263,,,,Leeds,ME,#N/A
2010,04267,35.00,1,1,North Waterford,ME,WEVJ
2010,04268,,,,Norway,ME,#N/A
2010,04270,140.00,1,1,Oxford,ME,#N/A
2010,04274,,,,Poland,ME,#N/A
2010,04276,,,,Rumford,ME,#N/A
2010,04280,,,,Sabattus,ME,#N/A
2010,04281,,,,South Paris,ME,WEVJ
2010,04286,,,,West Bethel,ME,WEVC
2010,04287,,,,Bowdoin,ME,#N/A
2010,04289,,,,West Paris,ME,#N/A
2010,04294,100.00,1,1,Wilton,ME,#N/A
2010,04330,,,,Augusta,ME,#N/A
2010,04347,,,,Hallowell,ME,#N/A
2010,04348,,,,Jefferson,ME,#N/A
2010,04353,94.00,1,1,Whitefield,ME,#N/A
2010,04357,,,,Richmond,ME,#N/A
2010,04363,,,,Windsor,ME,#N/A
2010,04364,,,,Winthrop,ME,#N/A
2010,04401,60.00,1,1,Bangor,ME,#N/A
2010,04412,,,,Brewer,ME,#N/A
2010,04416,,,,Bucksport,ME,#N/A
2010,04421,,,,Castine,ME,#N/A
2010,04428,,,,Eddington,ME,#N/A
2010,04429,,,,Holden,ME,#N/A
2010,04434,,,,Etna,ME,#N/A
2010,04435,,,,Exeter,ME,#N/A
2010,04438,,,,Frankfort,ME,#N/A
2010,04441,,,,Greenville,ME,#N/A
2010,04444,,,,Hampden,ME,#N/A
2010,04450,,,,Kenduskeag,ME,#N/A
2010,04457,,,,Lincoln,ME,#N/A
2010,04464,,,,Monson,ME,#N/A
2010,04472,200.00,1,1,Orland,ME,#N/A
2010,04473,,,,Orono,ME,#N/A
2010,04476,,,,Penobscot,ME,#N/A
2010,04496,,,,Winterport,ME,#N/A
2010,04530,,,,Bath,ME,#N/A
2010,04537,,,,Boothbay,ME,#N/A
2010,04538,,,,Boothbay Harbor,ME,#N/A
2010,04543,,,,Damariscotta,ME,#N/A
2010,04544,,,,East Boothbay,ME,#N/A
2010,04547,135.00,1,1,Friendship,ME,#N/A
2010,04553,,,,Newcastle,ME,#N/A
2010,04554,,,,New Harbor,ME,#N/A
2010,04556,,,,Edgecomb,ME,#N/A
2010,04562,220.00,1,1,Phippsburg,ME,#N/A
2010,04563,,,,Cushing,ME,#N/A
2010,04572,,,,Waldoboro,ME,#N/A
2010,04578,,,,Wiscasset,ME,#N/A
2010,04579,100.00,1,1,Woolwich,ME,#N/A
2010,04605,35.00,1,1,Ellsworth,ME,#N/A
2010,04606,,,,Addison,ME,#N/A
2010,04609,200.00,1,1,Bar Harbor,ME,#N/A
2010,04614,,,,Blue Hill,ME,#N/A
2010,04617,480.00,1,1,Brooksville,ME,#N/A
2010,04619,,,,Calais,ME,#N/A
2010,04624,,,,Corea,ME,#N/A
2010,04631,,,,Eastport,ME,#N/A
2010,04635,,,,Frenchboro,ME,#N/A
2010,04640,,,,Hancock,ME,#N/A
2010,04642,,,,Harborside,ME,#N/A
2010,04643,,,,Harrington,ME,#N/A
2010,04645,,,,Isle Au Haut,ME,#N/A
2010,04649,,,,Jonesport,ME,#N/A
2010,04652,,,,Lubec,ME,#N/A
2010,04653,,,,Bass Harbor,ME,#N/A
2010,04654,,,,Machias,ME,#N/A
2010,04655,,,,Machiasport,ME,#N/A
2010,04658,,,,Milbridge,ME,#N/A
2010,04660,,,,Mount Desert,ME,#N/A
2010,04664,35.00,1,1,Sullivan,ME,#N/A
2010,04674,,,,Seal Cove,ME,#N/A
2010,04676,,,,Sedgwick,ME,#N/A
2010,04679,,,,Southwest Harbor,ME,#N/A
2010,04681,,,,Stonington,ME,#N/A
2010,04684,,,,Surry,ME,#N/A
2010,04685,,,,Swans Island,ME,#N/A
2010,04693,,,,Winter Harbor,ME,#N/A
2010,04750,,,,Limestone,ME,#N/A
2010,04841,531.00,3,3,Rockland,ME,#N/A
2010,04843,,,,Camden,ME,#N/A
2010,04848,330.00,1,1,Islesboro,ME,#N/A
2010,04849,,,,Lincolnville,ME,#N/A
2010,04855,,,,Port Clyde,ME,#N/A
2010,04856,,,,Rockport,ME,#N/A
2010,04858,,,,South Thomaston,ME,#N/A
2010,04861,,,,Thomaston,ME,#N/A
2010,04862,,,,Union,ME,#N/A
2010,04864,,,,Warren,ME,#N/A
2010,04901,,,,Waterville,ME,#N/A
2010,04903,,,,Waterville,ME,#N/A
2010,04910,,,,Albion,ME,#N/A
2010,04912,,,,Athens,ME,#N/A
2010,04915,,,,Belfast,ME,#N/A
2010,04917,30.00,1,1,Belgrade,ME,#N/A
2010,04918,,,,Belgrade Lakes,ME,#N/A
2010,04938,,,,Farmington,ME,#N/A
2010,04939,,,,Garland,ME,#N/A
2010,04941,,,,Freedom,ME,#N/A
2010,04945,,,,Jackman,ME,#N/A
2010,04953,,,,Newport,ME,#N/A
2010,04958,,,,North Anson,ME,#N/A
2010,04963,,,,Oakland,ME,#N/A
2010,04964,,,,Oquossoc,ME,#N/A
2010,04965,,,,Palmyra,ME,#N/A
2010,04970,30.00,1,1,Rangeley,ME,#N/A
2010,04973,,,,Searsmont,ME,#N/A
2010,04974,,,,Searsport,ME,#N/A
2010,04981,,,,Stockton Springs,ME,#N/A
2010,05001,7995.00,48,48,White River Junction,VT,WEVH
2010,05009,120.00,1,1,White River Junction,VT,WEVH
2010,05030,250.00,3,3,Ascutney,VT,WEVN
2010,05031,35.00,1,1,Barnard,VT,WEVH
2010,05032,185.00,3,3,Bethel,VT,#N/A
2010,05033,270.00,5,5,Bradford,VT,WEVH
2010,05034,330.00,3,3,Bridgewater,VT,WEVH
2010,05035,200.00,2,2,Bridgewater Corners,VT,WEVH
2010,05036,75.00,1,1,Brookfield,VT,WEVH
2010,05037,470.00,4,4,Brownsville,VT,WEVH
2010,05038,,,,Chelsea,VT,WEVH
2010,05039,350.00,3,3,Corinth,VT,WEVH
2010,05040,50.00,1,1,East Corinth,VT,WEVH
2010,05041,,,,East Randolph,VT,#N/A
2010,05042,,,,East Ryegate,VT,WEVQ
2010,05043,2025.00,16,16,East Thetford,VT,WEVH
2010,05045,1608.00,13,13,Fairlee,VT,WEVH
2010,05046,210.00,2,2,Groton,VT,WEVQ
2010,05047,,,,Hartford,VT,WEVH
2010,05048,2317.00,20,20,Hartland,VT,WEVH
2010,05049,475.00,4,4,Hartland Four Corners,VT,WEVH
2010,05050,50.00,1,1,Mc Indoe Falls,VT,WEVQ
2010,05051,380.00,5,5,Newbury,VT,WEVH
2010,05052,370.00,2,2,North Hartland,VT,WEVH
2010,05053,1560.00,4,4,North Pomfret,VT,WEVH
2010,05054,350.00,2,2,North Thetford,VT,WEVH
2010,05055,26099.25,118,118,Norwich,VT,WEVH
2010,05056,160.00,2,2,Plymouth,VT,#N/A
2010,05058,120.00,2,2,Post Mills,VT,WEVH
2010,05059,2310.00,19,19,Quechee,VT,WEVH
2010,05060,1139.96,7,7,Randolph,VT,WEVH
2010,05061,240.00,1,1,Randolph Center,VT,WEVH
2010,05062,175.00,3,3,Reading,VT,WEVH
2010,05065,2550.00,3,3,Sharon,VT,WEVH
2010,05067,0.00,1,1,South Pomfret,VT,WEVH
2010,05068,110.00,2,2,South Royalton,VT,WEVH
2010,05069,150.00,1,1,South Ryegate,VT,WEVH
2010,05070,8242.00,17,17,South Strafford,VT,WEVH
2010,05071,3245.00,15,15,South Woodstock,VT,WEVH
2010,05072,835.00,6,6,Strafford,VT,WEVH
2010,05073,150.00,2,2,Taftsville,VT,WEVH
2010,05074,1209.00,11,11,Thetford,VT,WEVH
2010,05075,4442.80,29,29,Thetford Center,VT,WEVH
2010,05076,50.00,1,1,Topsham,VT,WEVH
2010,05077,620.00,4,4,Tunbridge,VT,#N/A
2010,05079,336.00,3,3,Vershire,VT,WEVH
2010,05081,80.00,1,1,Wells River,VT,WEVQ
2010,05083,50.00,1,1,West Fairlee,VT,WEVH
2010,05084,140.00,1,1,West Hartford,VT,WEVH
2010,05085,75.00,1,1,West Newbury,VT,WEVQ
2010,05086,,,,West Topsham,VT,WEVH
2010,05088,250.00,3,3,Wilder,VT,WEVH
2010,05089,1155.00,11,11,Windsor,VT,WEVH
2010,05091,4707.00,40,40,Woodstock,VT,WEVH
2010,05101,2350.00,23,23,Bellows Falls,VT,WEVN
2010,05141,50.00,1,1,Cambridgeport,VT,WEVN
2010,05142,1165.00,5,5,Cavendish,VT,#N/A
2010,05143,1545.00,17,17,Chester,VT,WEVN
2010,05144,,,,Chester Depot,VT,WEVN
2010,05146,550.00,3,3,Grafton,VT,WEVN
2010,05148,395.00,5,5,Londonderry,VT,#N/A
2010,05149,395.00,3,3,Ludlow,VT,#N/A
2010,05150,100.00,1,1,North Springfield,VT,WEVN
2010,05151,370.00,5,5,Perkinsville,VT,WEVN
2010,05152,525.00,4,4,Peru,VT,WEVN
2010,05153,235.00,2,2,Proctorsville,VT,WEVN
2010,05154,1760.00,19,19,Saxtons River,VT,WEVN
2010,05155,495.00,6,6,South Londonderry,VT,WEVN
2010,05156,2740.00,25,25,Springfield,VT,WEVN
2010,05158,1630.00,10,10,Westminster,VT,WEVN
2010,05159,290.00,2,2,Westminster Station,VT,WEVN
2010,05161,50.00,1,1,Weston,VT,WEVN
2010,05201,,,,Bennington,VT,#N/A
2010,05250,220.00,1,1,Arlington,VT,#N/A
2010,05251,100.00,2,2,Dorset,VT,#N/A
2010,05254,25.00,1,1,Manchester,VT,#N/A
2010,05255,490.00,3,3,Manchester Center,VT,#N/A
2010,05261,50.00,1,1,Pownal,VT,#N/A
2010,05301,15612.99,120,120,Brattleboro,VT,WEVN
2010,05302,335.00,6,6,Brattleboro,VT,WEVN
2010,05303,1310.00,11,11,Brattleboro,VT,WEVN
2010,05304,,,,Brattleboro,VT,WEVN
2010,05340,1020.00,6,6,Bondville,VT,WEVN
2010,05341,900.00,6,6,East Dover,VT,WEVN
2010,05342,20.00,1,1,Jacksonville,VT,WEVN
2010,05343,50.00,1,1,Jamaica,VT,WEVN
2010,05344,1753.73,19,19,Marlboro,VT,WEVN
2010,05345,1620.00,16,16,Newfane,VT,WEVN
2010,05346,18611.42,111,111,Putney,VT,WEVN
2010,05351,815.00,8,8,South Newfane,VT,WEVN
2010,05353,910.00,8,8,Townshend,VT,WEVN
2010,05354,400.00,3,3,Vernon,VT,WEVN
2010,05355,35.00,1,1,Wardsboro,VT,WEVN
2010,05356,305.00,4,4,West Dover,VT,WEVN
2010,05357,355.00,3,3,West Dummerston,VT,WEVN
2010,05358,,,,West Halifax,VT,WEVN
2010,05359,480.00,3,3,West Townshend,VT,WEVN
2010,05360,135.00,2,2,West Wardsboro,VT,WEVN
2010,05361,,,,Whitingham,VT,WEVN
2010,05362,905.00,8,8,Williamsville,VT,WEVN
2010,05363,270.00,5,5,Wilmington,VT,WEVN
2010,05401,470.00,4,4,Burlington,VT,#N/A
2010,05402,,,,Burlington,VT,#N/A
2010,05403,1185.00,4,4,South Burlington,VT,#N/A
2010,05404,,,,Winooski,VT,#N/A
2010,05408,,,,Burlington,VT,#N/A
2010,05440,20.00,1,1,Alburgh,VT,#N/A
2010,05441,,,,Bakersfield,VT,#N/A
2010,05443,225.00,1,1,Bristol,VT,#N/A
2010,05444,,,,Cambridge,VT,#N/A
2010,05445,,,,Charlotte,VT,#N/A
2010,05446,,,,Colchester,VT,#N/A
2010,05450,,,,Enosburg Falls,VT,#N/A
2010,05452,330.00,2,2,Essex Junction,VT,#N/A
2010,05453,,,,Essex Junction,VT,#N/A
2010,05456,25.00,1,1,Ferrisburgh,VT,#N/A
2010,05461,,,,Hinesburg,VT,#N/A
2010,05462,,,,Huntington,VT,#N/A
2010,05464,,,,Jeffersonville,VT,#N/A
2010,05465,,,,Jericho,VT,#N/A
2010,05468,,,,Milton,VT,#N/A
2010,05471,75.00,1,1,Montgomery Center,VT,#N/A
2010,05472,,,,New Haven,VT,#N/A
2010,05473,,,,North Ferrisburgh,VT,#N/A
2010,05474,,,,North Hero,VT,#N/A
2010,05476,,,,Richford,VT,#N/A
2010,05477,,,,Richmond,VT,#N/A
2010,05478,,,,Saint Albans,VT,#N/A
2010,05482,140.00,1,1,Shelburne,VT,#N/A
2010,05486,,,,South Hero,VT,#N/A
2010,05488,,,,Swanton,VT,#N/A
2010,05489,100.00,1,1,Underhill,VT,#N/A
2010,05491,,,,Vergennes,VT,#N/A
2010,05495,155.00,2,2,Williston,VT,#N/A
2010,05501,,,,Andover,MA,WEVO
2010,05601,,,,Montpelier,VT,#N/A
2010,05602,520.00,3,3,Montpelier,VT,WEVQ
2010,05640,,,,Adamant,VT,WEVQ
2010,05641,125.00,2,2,Barre,VT,#N/A
2010,05647,,,,Cabot,VT,#N/A
2010,05648,,,,Calais,VT,#N/A
2010,05649,,,,East Barre,VT,#N/A
2010,05651,,,,East Montpelier,VT,#N/A
2010,05654,,,,Graniteville,VT,#N/A
2010,05655,70.00,2,2,Hyde Park,VT,#N/A
2010,05656,,,,Johnson,VT,#N/A
2010,05657,,,,Lake Elmore,VT,#N/A
2010,05658,,,,Marshfield,VT,#N/A
2010,05660,1050.00,1,1,Moretown,VT,#N/A
2010,05661,,,,Morrisville,VT,#N/A
2010,05663,150.00,2,2,Northfield,VT,#N/A
2010,05667,,,,Plainfield,VT,#N/A
2010,05671,,,,Waterbury,VT,#N/A
2010,05672,640.00,3,3,Stowe,VT,#N/A
2010,05673,200.00,1,1,Waitsfield,VT,#N/A
2010,05674,,,,Warren,VT,#N/A
2010,05675,,,,Washington,VT,#N/A
2010,05676,140.00,1,1,Waterbury,VT,#N/A
2010,05677,,,,Waterbury Center,VT,#N/A
2010,05680,,,,Wolcott,VT,#N/A
2010,05681,50.00,1,1,Woodbury,VT,#N/A
2010,05682,200.00,1,1,Worcester,VT,#N/A
2010,05701,310.00,3,3,Rutland,VT,#N/A
2010,05702,,,,Rutland,VT,#N/A
2010,05730,100.00,1,1,Belmont,VT,#N/A
2010,05731,,,,Benson,VT,#N/A
2010,05733,,,,Brandon,VT,#N/A
2010,05734,,,,Bridport,VT,#N/A
2010,05738,357.50,2,2,Cuttingsville,VT,#N/A
2010,05739,,,,Danby,VT,#N/A
2010,05742,,,,East Wallingford,VT,#N/A
2010,05751,220.00,1,1,Killington,VT,#N/A
2010,05753,360.00,1,1,Middlebury,VT,#N/A
2010,05757,,,,Middletown Springs,VT,#N/A
2010,05758,50.00,1,1,Mount Holly,VT,#N/A
2010,05760,,,,Orwell,VT,#N/A
2010,05762,,,,Pittsfield,VT,WEVH
2010,05763,100.00,1,1,Pittsford,VT,#N/A
2010,05764,,,,Poultney,VT,#N/A
2010,05765,,,,Proctor,VT,#N/A
2010,05766,,,,Ripton,VT,#N/A
2010,05767,,,,Rochester,VT,#N/A
2010,05768,,,,Rupert,VT,#N/A
2010,05769,50.00,1,1,Salisbury,VT,#N/A
2010,05770,,,,Shoreham,VT,#N/A
2010,05773,,,,Wallingford,VT,#N/A
2010,05775,100.00,1,1,West Pawlet,VT,#N/A
2010,05778,,,,Whiting,VT,#N/A
2010,05819,,,,Saint Johnsbury,VT,WEVQ
2010,05821,803.00,2,2,Barnet,VT,WEVQ
2010,05824,,,,Concord,VT,WEVQ
2010,05827,,,,Craftsbury Common,VT,#N/A
2010,05828,182.50,1,1,Danville,VT,WEVQ
2010,05829,,,,Derby,VT,#N/A
2010,05830,,,,Derby Line,VT,#N/A
2010,05832,,,,East Burke,VT,#N/A
2010,05833,,,,East Charleston,VT,#N/A
2010,05836,,,,East Hardwick,VT,#N/A
2010,05837,,,,East Haven,VT,WEVQ
2010,05838,365.00,1,1,East Saint Johnsbury,VT,WEVQ
2010,05839,,,,Glover,VT,WEVQ
2010,05841,,,,Greensboro,VT,#N/A
2010,05842,,,,Greensboro Bend,VT,#N/A
2010,05843,,,,Hardwick,VT,#N/A
2010,05846,,,,Island Pond,VT,WEVF
2010,05848,1105.00,2,2,Lower Waterford,VT,WEVQ
2010,05851,,,,Lyndonville,VT,WEVQ
2010,05853,,,,Morgan,VT,#N/A
2010,05855,,,,Newport,VT,#N/A
2010,05859,,,,North Troy,VT,WEVF
2010,05860,,,,Orleans,VT,#N/A
2010,05862,,,,Peacham,VT,WEVQ
2010,05867,50.00,1,1,Sutton,VT,WEVQ
2010,05871,200.00,1,1,West Burke,VT,WEVQ
2010,05872,,,,West Charleston,VT,#N/A
2010,05874,,,,Westfield,VT,#N/A
2010,05875,,,,West Glover,VT,#N/A
2010,05901,,,,Averill,VT,WEVF
2010,05903,,,,Canaan,VT,WEVF
2010,05904,,,,Gilman,VT,WEVQ
2010,05905,460.00,4,4,Guildhall,VT,WEVQ
2010,05906,,,,Lunenburg,VT,WEVQ
2011,01001,,,,Agawam,MA,#N/A
2011,01002,,,,Amherst,MA,#N/A
2011,01004,,,,Amherst,MA,#N/A
2011,01005,,,,Barre,MA,#N/A
2011,01007,100.00,1,1,Belchertown,MA,#N/A
2011,01013,,,,Chicopee,MA,#N/A
2011,01020,,,,Chicopee,MA,#N/A
2011,01027,,,,Easthampton,MA,#N/A
2011,01030,200.00,2,2,Feeding Hills,MA,#N/A
2011,01032,,,,Goshen,MA,#N/A
2011,01033,,,,Granby,MA,#N/A
2011,01035,,,,Hadley,MA,#N/A
2011,01036,,,,Hampden,MA,#N/A
2011,01039,35.00,1,1,Haydenville,MA,#N/A
2011,01040,,,,Holyoke,MA,WEVN
2011,01054,,,,Leverett,MA,WEVN
2011,01060,700.00,2,2,Northampton,MA,#N/A
2011,01061,,,,Northampton,MA,#N/A
2011,01062,100.00,1,1,Florence,MA,#N/A
2011,01071,,,,Russell,MA,#N/A
2011,01073,100.00,1,1,Southampton,MA,#N/A
2011,01075,154.00,1,1,South Hadley,MA,#N/A
2011,01077,,,,Southwick,MA,#N/A
2011,01085,200.00,1,1,Westfield,MA,#N/A
2011,01095,,,,Wilbraham,MA,#N/A
2011,01096,,,,Williamsburg,MA,WEVN
2011,01098,,,,Worthington,MA,WEVN
2011,01106,1248.00,1,1,Longmeadow,MA,#N/A
2011,01108,,,,Springfield,MA,#N/A
2011,01118,,,,Springfield,MA,#N/A
2011,01119,,,,Springfield,MA,#N/A
2011,01129,,,,Springfield,MA,#N/A
2011,01151,,,,Indian Orchard,MA,#N/A
2011,01201,,,,Pittsfield,MA,#N/A
2011,01220,25.00,1,1,Adams,MA,#N/A
2011,01223,,,,Becket,MA,#N/A
2011,01230,,,,Great Barrington,MA,#N/A
2011,01237,,,,Lanesboro,MA,#N/A
2011,01238,,,,Lee,MA,#N/A
2011,01240,,,,Lenox,MA,#N/A
2011,01243,,,,Middlefield,MA,#N/A
2011,01247,,,,North Adams,MA,#N/A
2011,01254,,,,Richmond,MA,#N/A
2011,01257,,,,Sheffield,MA,#N/A
2011,01260,,,,South Lee,MA,#N/A
2011,01262,,,,Stockbridge,MA,#N/A
2011,01264,,,,Tyringham,MA,#N/A
2011,01267,,,,Williamstown,MA,#N/A
2011,01301,120.00,1,1,Greenfield,MA,WEVN
2011,01302,,,,Greenfield,MA,#N/A
2011,01330,195.00,4,4,Ashfield,MA,WEVN
2011,01331,340.00,2,2,Athol,MA,WEVO
2011,01337,310.00,2,2,Bernardston,MA,WEVN
2011,01338,,,,Buckland,MA,#N/A
2011,01339,,,,Charlemont,MA,WEVN
2011,01340,325.00,2,2,Colrain,MA,#N/A
2011,01341,,,,Conway,MA,#N/A
2011,01342,150.00,1,1,Deerfield,MA,#N/A
2011,01344,,,,Erving,MA,#N/A
2011,01346,,,,Heath,MA,WEVN
2011,01349,75.00,1,1,Millers Falls,MA,WEVN
2011,01351,378.48,2,2,Montague,MA,WEVN
2011,01354,470.00,2,2,Gill,MA,WEVN
2011,01355,100.00,1,1,New Salem,MA,#N/A
2011,01360,885.00,6,6,Northfield,MA,#N/A
2011,01364,50.00,1,1,Orange,MA,WEVN
2011,01366,,,,Petersham,MA,WEVN
2011,01367,,,,Rowe,MA,WEVN
2011,01368,200.00,2,2,Royalston,MA,WEVN
2011,01370,25.00,1,1,Shelburne Falls,MA,#N/A
2011,01373,,,,South Deerfield,MA,#N/A
2011,01378,400.00,3,3,Warwick,MA,#N/A
2011,01379,,,,Wendell,MA,WEVN
2011,01420,240.00,1,1,Fitchburg,MA,WEVS
2011,01430,100.00,1,1,Ashburnham,MA,WEVN
2011,01431,100.00,1,1,Ashby,MA,WEVS
2011,01432,235.00,2,2,Ayer,MA,WEVS
2011,01436,35.00,1,1,Baldwinville,MA,WEVN
2011,01440,,,,Gardner,MA,WEVN
2011,01450,330.00,6,6,Groton,MA,WEVS
2011,01451,50.00,1,1,Harvard,MA,WEVS
2011,01452,,,,Hubbardston,MA,#N/A
2011,01453,100.00,1,1,Leominster,MA,WEVS
2011,01460,40.00,1,1,Littleton,MA,WEVS
2011,01462,,,,Lunenburg,MA,WEVS
2011,01463,1170.00,8,8,Pepperell,MA,WEVS
2011,01464,150.00,1,1,Shirley,MA,WEVS
2011,01468,,,,Templeton,MA,WEVN
2011,01469,235.00,4,4,Townsend,MA,WEVS
2011,01471,,,,Groton,MA,WEVS
2011,01472,,,,West Groton,MA,WEVS
2011,01473,,,,Westminster,MA,WEVS
2011,01474,150.00,2,2,West Townsend,MA,WEVS
2011,01475,170.00,4,4,Winchendon,MA,WEVN
2011,01501,50.00,1,1,Auburn,MA,#N/A
2011,01503,,,,Berlin,MA,#N/A
2011,01505,100.00,1,1,Boylston,MA,WEVO
2011,01506,,,,Brookfield,MA,#N/A
2011,01507,,,,Charlton,MA,#N/A
2011,01510,,,,Clinton,MA,WEVO
2011,01516,,,,Douglas,MA,#N/A
2011,01520,,,,Holden,MA,WEVS
2011,01523,,,,Lancaster,MA,WEVS
2011,01524,,,,Leicester,MA,#N/A
2011,01526,,,,Manchaug,MA,#N/A
2011,01527,,,,Millbury,MA,#N/A
2011,01532,50.00,1,1,Northborough,MA,#N/A
2011,01541,,,,Princeton,MA,WEVS
2011,01543,,,,Rutland,MA,#N/A
2011,01545,50.00,1,1,Shrewsbury,MA,#N/A
2011,01562,,,,Spencer,MA,#N/A
2011,01564,40.00,1,1,Sterling,MA,#N/A
2011,01566,,,,Sturbridge,MA,#N/A
2011,01568,,,,Upton,MA,#N/A
2011,01571,,,,Dudley,MA,#N/A
2011,01581,520.00,1,1,Westborough,MA,#N/A
2011,01582,,,,Westborough,MA,#N/A
2011,01583,,,,West Boylston,MA,#N/A
2011,01588,,,,Whitinsville,MA,#N/A
2011,01602,100.00,1,1,Worcester,MA,#N/A
2011,01603,,,,Worcester,MA,#N/A
2011,01604,,,,Worcester,MA,#N/A
2011,01605,,,,Worcester,MA,#N/A
2011,01606,,,,Worcester,MA,#N/A
2011,01607,,,,Worcester,MA,#N/A
2011,01609,100.00,1,1,Worcester,MA,#N/A
2011,01612,,,,Paxton,MA,#N/A
2011,01615,345.00,1,1,Worcester,MA,#N/A
2011,01701,100.00,1,1,Framingham,MA,#N/A
2011,01702,400.00,1,1,Framingham,MA,#N/A
2011,01719,,,,Boxborough,MA,WEVS
2011,01720,75.00,2,2,Acton,MA,WEVS
2011,01721,,,,Ashland,MA,#N/A
2011,01730,120.00,2,2,Bedford,MA,WEVO
2011,01740,200.00,1,1,Bolton,MA,#N/A
2011,01741,50.00,2,2,Carlisle,MA,WEVS
2011,01742,1015.00,6,6,Concord,MA,#N/A
2011,01746,530.00,2,2,Holliston,MA,#N/A
2011,01747,,,,Hopedale,MA,#N/A
2011,01748,,,,Hopkinton,MA,#N/A
2011,01749,200.00,2,2,Hudson,MA,WEVO
2011,01752,,,,Marlborough,MA,#N/A
2011,01754,,,,Maynard,MA,#N/A
2011,01757,60.00,1,1,Milford,MA,#N/A
2011,01760,200.00,3,3,Natick,MA,#N/A
2011,01770,,,,Sherborn,MA,#N/A
2011,01772,220.00,2,2,Southborough,MA,#N/A
2011,01773,345.00,3,3,Lincoln,MA,#N/A
2011,01775,155.00,2,2,Stow,MA,#N/A
2011,01776,240.00,3,3,Sudbury,MA,#N/A
2011,01778,75.00,1,1,Wayland,MA,#N/A
2011,01801,125.00,1,1,Woburn,MA,WEVO
2011,01803,25.00,1,1,Burlington,MA,WEVO
2011,01810,1485.00,10,10,Andover,MA,WEVO
2011,01821,110.00,3,3,Billerica,MA,WEVS
2011,01824,1178.00,6,6,Chelmsford,MA,WEVS
2011,01826,200.00,4,4,Dracut,MA,WEVS
2011,01827,370.00,3,3,Dunstable,MA,WEVS
2011,01830,525.00,6,6,Haverhill,MA,WEVO
2011,01831,,,,Haverhill,MA,WEVO
2011,01832,,,,Haverhill,MA,WEVS
2011,01833,,,,Georgetown,MA,WEVO
2011,01834,5.00,1,1,Groveland,MA,WEVO
2011,01835,275.00,3,3,Haverhill,MA,WEVS
2011,01840,,,,Lawrence,MA,WEVS
2011,01841,544.00,1,1,Lawrence,MA,WEVS
2011,01843,125.00,2,2,Lawrence,MA,WEVO
2011,01844,360.00,4,4,Methuen,MA,WEVO
2011,01845,2815.00,10,10,North Andover,MA,WEVO
2011,01850,50.00,1,1,Lowell,MA,WEVS
2011,01851,150.00,2,2,Lowell,MA,WEVS
2011,01852,1175.00,3,3,Lowell,MA,WEVS
2011,01854,125.00,2,2,Lowell,MA,WEVS
2011,01860,275.00,2,2,Merrimac,MA,WEVO
2011,01863,320.00,6,6,North Chelmsford,MA,WEVS
2011,01864,380.00,2,2,North Reading,MA,#N/A
2011,01867,85.00,1,1,Reading,MA,WEVO
2011,01876,200.00,1,1,Tewksbury,MA,WEVS
2011,01879,240.00,3,3,Tyngsboro,MA,WEVS
2011,01880,,,,Wakefield,MA,WEVO
2011,01885,,,,West Boxford,MA,WEVO
2011,01886,2000.10,7,7,Westford,MA,WEVS
2011,01887,175.00,2,2,Wilmington,MA,WEVO
2011,01890,85.00,2,2,Winchester,MA,#N/A
2011,01901,,,,Lynn,MA,#N/A
2011,01902,,,,Lynn,MA,#N/A
2011,01904,,,,Lynn,MA,#N/A
2011,01906,,,,Saugus,MA,#N/A
2011,01907,,,,Swampscott,MA,#N/A
2011,01908,,,,Nahant,MA,#N/A
2011,01913,1003.30,5,5,Amesbury,MA,WEVO
2011,01915,200.00,1,1,Beverly,MA,WEVO
2011,01921,,,,Boxford,MA,WEVO
2011,01922,,,,Byfield,MA,WEVO
2011,01923,,,,Danvers,MA,#N/A
2011,01929,,,,Essex,MA,#N/A
2011,01930,1035.00,2,2,Gloucester,MA,WEVO
2011,01931,,,,Gloucester,MA,#N/A
2011,01938,,,,Ipswich,MA,WEVO
